Activity Date,Process Date,Settle Date,Account Type,Instrument,Description,Trans Code,Quantity,Price,Amount,Suppressed
8/10/2020,8/10/2020,8/12/2020,2,AMCR,Amcor PLC,BUY,1,$11.10 ,($11.10),N
8/10/2020,8/10/2020,8/12/2020,2,TROX,Tronox,BUY,1,$9.02 ,($9.03),N
8/10/2020,8/10/2020,8/12/2020,2,AMT,American Tower,BUY,0.1,$252.80 ,($25.28),N
8/10/2020,8/10/2020,8/12/2020,2,MLHR,Herman Miller,SELL,-2,$26.39 ,$52.78 ,N
8/10/2020,8/10/2020,8/12/2020,2,CDW,CDW,BUY,0.1,$113.62 ,($11.36),N
8/10/2020,8/10/2020,8/12/2020,2,KEYS,Keysight Technologies,BUY,0.1,$97.30 ,($9.73),N
8/10/2020,8/10/2020,8/12/2020,2,HLT,Hilton Worldwide,BUY,0.1,$85.68 ,($8.57),N
8/10/2020,8/10/2020,8/12/2020,2,FLT,FleetCor,BUY,0.1,$232.20 ,($23.22),N
8/10/2020,8/10/2020,8/12/2020,2,EVRG,Evergy,BUY,0.2,$54.81 ,($10.96),N
8/10/2020,8/10/2020,8/12/2020,2,USCR,US Concrete,SELL,-1,$29.45 ,$29.45 ,N
8/7/2020,8/7/2020,8/11/2020,2,CSCO,Cisco Systems,BUY,0.1,$47.58 ,($4.76),N
8/7/2020,8/7/2020,8/11/2020,2,AMAT,Applied Materials,BUY,0.1,$63.38 ,($6.34),N
8/7/2020,8/7/2020,8/11/2020,2,MU,Micron Technology,BUY,0.2,$48.60 ,($9.72),N
8/7/2020,8/7/2020,8/7/2020,2,RKUNY,ADR Fee: R/D 2020-06-30 P/D 2020-08-07 - 2.000000 shares at 0.04,AFEE,--,--,($0.08),N
8/7/2020,8/7/2020,8/11/2020,2,FE,FirstEnergy,BUY,0.5,$29.42 ,($14.71),N
8/7/2020,8/7/2020,8/11/2020,2,NPSNY,Naspers,BUY,0.1,$35.06 ,($3.51),N
8/7/2020,8/7/2020,8/11/2020,2,BAYRY,Bayer,BUY,1,$16.43 ,($16.43),N
8/6/2020,8/6/2020,8/10/2020,2,AAPL,Apple,SELL,-0.1,$455.84 ,$45.58 ,N
8/6/2020,8/6/2020,8/10/2020,2,NPSNY,Naspers,BUY,0.1,$37.44 ,($3.74),N
8/6/2020,8/6/2020,8/10/2020,2,CCEP,Coca-Cola Europacific Partners,BUY,0.1,$40.38 ,($4.04),N
8/6/2020,8/6/2020,8/10/2020,2,AMT,American Tower,BUY,0.1,$252.55 ,($25.26),N
8/6/2020,8/6/2020,8/10/2020,2,INTC,Intel,BUY,0.2,$48.26 ,($9.65),N
8/6/2020,8/6/2020,8/10/2020,2,PEP,PepsiCo,BUY,0.1,$135.84 ,($13.58),N
8/6/2020,8/6/2020,8/10/2020,2,ORCL,Oracle,BUY,0.1,$55.02 ,($5.50),N
8/6/2020,8/6/2020,8/10/2020,2,ORCL,Oracle,BUY,0.1,$55.02 ,($5.50),N
8/5/2020,8/5/2020,8/7/2020,2,AMGN,Amgen,BUY,0.05,$240.89 ,($12.04),N
8/5/2020,8/5/2020,8/7/2020,2,MYL,Mylan,SELL,-1,$17.06 ,$17.06 ,N
8/5/2020,8/5/2020,8/7/2020,2,EIX,Edison International,BUY,0.7,$53.62 ,($37.53),N
8/5/2020,8/5/2020,8/7/2020,2,EIX,Edison International,BUY,0.2,$53.61 ,($10.72),N
8/5/2020,8/5/2020,8/7/2020,2,DAN,Dana,SELL,-2,$12.69 ,$25.38 ,N
8/5/2020,8/5/2020,8/7/2020,2,ES,Eversource,BUY,0.1,$88.11 ,($8.81),N
8/5/2020,8/5/2020,8/7/2020,2,ADI,Analog Devices,BUY,0.1,$115.62 ,($11.56),N
8/5/2020,8/5/2020,8/7/2020,2,AMT,American Tower,BUY,0.1,$255.68 ,($25.57),N
8/5/2020,8/5/2020,8/7/2020,2,RUTH,Ruth's Hospitality,SELL,-5,$7.82 ,$39.13 ,N
8/5/2020,8/5/2020,8/7/2020,2,RUTH,Ruth's Hospitality,SELL,-5,$7.82 ,$39.13 ,N
8/5/2020,8/5/2020,8/7/2020,2,RUTH,Ruth's Hospitality,SELL,-5,$7.82 ,$39.13 ,N
8/5/2020,8/5/2020,8/7/2020,2,RUTH,Ruth's Hospitality,SELL,-5,$7.82 ,$39.13 ,N
8/5/2020,8/5/2020,8/7/2020,2,RUTH,Ruth's Hospitality,SELL,-5,$7.82 ,$39.08 ,N
8/5/2020,8/5/2020,8/7/2020,2,RUTH,Ruth's Hospitality,SELL,-5,$7.81 ,$39.05 ,N
8/5/2020,8/5/2020,8/7/2020,2,USCR,US Concrete,SELL,-1,$28.18 ,$28.18 ,N
8/5/2020,8/5/2020,8/7/2020,2,USCR,US Concrete,SELL,-1,$28.18 ,$28.18 ,N
8/4/2020,8/4/2020,8/6/2020,2,FE,FirstEnergy,BUY,0.5,$29.61 ,($14.80),N
8/4/2020,8/4/2020,8/6/2020,2,EVRG,Evergy,BUY,0.1,$55.72 ,($5.57),N
8/4/2020,8/4/2020,8/6/2020,2,RKUNY,Rakuten Group,SELL,-1,$10.00 ,$10.00 ,N
8/4/2020,8/4/2020,8/6/2020,2,PWFL,PowerFleet,SELL,-2,$5.92 ,$11.85 ,N
8/4/2020,8/4/2020,8/6/2020,2,VTR,Ventas,BUY,0.2,$38.01 ,($7.60),N
8/4/2020,8/4/2020,8/6/2020,2,NUE,Nucor,BUY,0.5,$42.64 ,($21.32),N
8/4/2020,8/4/2020,8/6/2020,2,MSI,Motorola Solutions,BUY,0.1,$137.62 ,($13.76),N
8/4/2020,8/4/2020,8/6/2020,2,LYB,LyondellBasell,BUY,0.5,$62.27 ,($31.13),N
8/4/2020,8/4/2020,8/6/2020,2,XYL,Xylem,BUY,0.2,$73.25 ,($14.65),N
8/3/2020,8/3/2020,8/3/2020,2,T,Cash Div: R/D 2020-07-10 P/D 2020-08-03 - 3 shares at 0.52,CDIV,--,--,$1.56 ,N
8/3/2020,8/3/2020,8/5/2020,2,PCRFY,Panasonic,BUY,3,$8.46 ,($25.38),N
8/3/2020,8/3/2020,8/3/2020,2,--,Deposit,ACH,--,--,$100.00 ,N
8/3/2020,8/3/2020,8/5/2020,2,GOOGL,Alphabet Class A,BUY,0.02,"$1,475.80 ",($29.52),N
8/3/2020,8/3/2020,8/5/2020,2,AMT,American Tower,BUY,0.1,$257.48 ,($25.75),N
8/3/2020,8/3/2020,8/5/2020,2,PWFL,PowerFleet,SELL,-5,$5.40 ,$27.00 ,N
8/3/2020,8/3/2020,8/5/2020,2,ICAGY,International Airlines Group,BUY,5,$4.29 ,($21.45),N
8/3/2020,8/3/2020,8/5/2020,2,TGT,Target,BUY,0.1,$127.62 ,($12.76),N
8/3/2020,8/3/2020,8/5/2020,2,D,Dominion Energy,BUY,0.2,$80.31 ,($16.06),N
8/3/2020,8/3/2020,8/5/2020,2,NEE,NextEra Energy,BUY,0.1,$278.01 ,($27.80),N
8/3/2020,8/3/2020,8/5/2020,2,ES,Eversource,BUY,0.2,$89.30 ,($17.86),N
8/3/2020,8/3/2020,8/5/2020,2,TEL,TE Connectivity,BUY,0.2,$89.60 ,($17.92),N
8/3/2020,8/3/2020,8/5/2020,2,TT,Trane Technologies,BUY,0.2,$112.32 ,($22.46),N
8/3/2020,8/3/2020,8/5/2020,2,TM,Toyota,BUY,0.2,$120.66 ,($24.13),N
8/3/2020,8/3/2020,8/5/2020,2,EME,Emcor,BUY,0.2,$71.43 ,($14.29),N
8/3/2020,8/3/2020,8/5/2020,2,CP,Canadian Pacific Railway,BUY,0.1,$275.89 ,($27.59),N
8/3/2020,8/3/2020,8/5/2020,2,HMC,Honda,BUY,0.2,$24.94 ,($4.99),N
8/3/2020,8/3/2020,8/5/2020,2,RSG,Republic Services,BUY,0.2,$87.34 ,($17.47),N
8/3/2020,8/3/2020,8/5/2020,2,PPL,PPL,BUY,0.5,$26.62 ,($13.31),N
8/3/2020,8/3/2020,8/5/2020,2,EIX,Edison International,BUY,0.1,$54.02 ,($5.40),N
8/3/2020,8/3/2020,8/5/2020,2,MMM,3M,BUY,0.1,$150.15 ,($15.02),N
8/3/2020,8/3/2020,8/5/2020,2,SO,Southern,BUY,0.1,$54.10 ,($5.41),N
8/3/2020,8/3/2020,8/5/2020,2,DUK,Duke Energy,BUY,0.1,$83.50 ,($8.35),N
8/3/2020,8/3/2020,8/5/2020,2,HPQ,HP,SELL,-5,$17.74 ,$88.68 ,N
7/31/2020,7/31/2020,8/4/2020,2,PCRFY,Panasonic,BUY,2,$8.75 ,($17.50),N
7/31/2020,7/31/2020,8/4/2020,2,MZDAY,Mazda,BUY,1,$2.87 ,($2.87),N
7/31/2020,7/31/2020,8/4/2020,2,JMIA,Jumia Technologies,SELL,-2,$14.45 ,$28.90 ,N
7/31/2020,7/31/2020,8/4/2020,2,JMIA,Jumia Technologies,SELL,-1,$14.57 ,$14.57 ,N
7/31/2020,7/31/2020,8/4/2020,2,PEP,PepsiCo,BUY,0.1,$136.40 ,($13.64),N
7/31/2020,7/31/2020,8/4/2020,2,VZ,Verizon,BUY,0.5,$56.94 ,($28.47),N
7/31/2020,7/31/2020,8/4/2020,2,PG,Procter & Gamble,BUY,0.2,$129.90 ,($25.98),N
7/31/2020,7/31/2020,8/4/2020,2,CF,CF Industries,BUY,0.5,$30.84 ,($15.42),N
7/31/2020,7/31/2020,8/4/2020,2,CNC,Centene,BUY,0.1,$65.36 ,($6.54),N
7/31/2020,7/31/2020,8/4/2020,2,AVY,Avery Dennison,BUY,0.2,$112.40 ,($22.48),N
7/31/2020,7/31/2020,8/4/2020,2,ADM,Archer Daniels Midland,BUY,1,$42.54 ,($42.54),N
7/31/2020,7/31/2020,8/4/2020,2,NKE,Nike,BUY,0.2,$96.55 ,($19.31),N
7/31/2020,7/31/2020,8/4/2020,2,CAT,Caterpillar,BUY,0.2,$130.82 ,($26.16),N
7/31/2020,7/31/2020,7/31/2020,2,--,Deposit,ACH,--,--,$400.00 ,N
7/31/2020,7/31/2020,8/4/2020,2,KO,Coca-Cola,BUY,1,$46.94 ,($46.94),N
7/31/2020,7/31/2020,8/4/2020,2,UNP,Union Pacific,BUY,0.1,$169.84 ,($16.98),N
7/31/2020,7/31/2020,8/4/2020,2,TXN,Texas Instruments,BUY,0.2,$126.82 ,($25.37),N
7/31/2020,7/31/2020,8/4/2020,2,MMM,3M,BUY,0.2,$149.86 ,($29.97),N
7/31/2020,7/31/2020,8/4/2020,2,ECL,Ecolab,BUY,0.1,$186.38 ,($18.64),N
7/31/2020,7/31/2020,8/4/2020,2,JNJ,Johnson & Johnson,BUY,0.1,$145.58 ,($14.56),N
7/31/2020,7/31/2020,8/4/2020,2,GOOGL,Alphabet Class A,BUY,0.02,"$1,469.64 ",($29.39),N
7/31/2020,7/31/2020,8/4/2020,2,TSLA,Tesla,BUY,0.02,"$1,463.33 ",($29.27),N
7/31/2020,7/31/2020,8/4/2020,2,MSFT,Microsoft,BUY,0.1,$200.44 ,($20.04),N
7/31/2020,7/31/2020,8/4/2020,2,DAN,Dana,BUY,3,$11.15 ,($33.45),N
7/31/2020,7/31/2020,8/4/2020,2,USCR,US Concrete,BUY,2,$24.02 ,($48.05),N
7/31/2020,7/31/2020,8/4/2020,2,MMM,3M,BUY,0.1,$151.65 ,($15.17),N
7/30/2020,7/30/2020,8/3/2020,2,CSX,CSX,BUY,0.2,$70.54 ,($14.11),N
7/30/2020,7/30/2020,8/3/2020,2,DE,Deere,BUY,0.1,$176.90 ,($17.69),N
7/30/2020,7/30/2020,8/3/2020,2,TJX,TJX,BUY,0.2,$51.72 ,($10.35),N
7/30/2020,7/30/2020,8/3/2020,2,WBA,Walgreens,BUY,1,$40.75 ,($40.75),N
7/30/2020,7/30/2020,8/3/2020,2,CVS,CVS,BUY,1,$63.83 ,($63.83),N
7/30/2020,7/30/2020,8/3/2020,2,CERN,Cerner,BUY,0.2,$71.22 ,($14.25),N
7/30/2020,7/30/2020,8/3/2020,2,CAH,Cardinal Health,BUY,0.2,$55.89 ,($11.18),N
7/30/2020,7/30/2020,8/3/2020,2,BWA,BorgWarner,BUY,0.3,$37.32 ,($11.20),N
7/30/2020,7/30/2020,8/3/2020,2,BAX,Baxter,BUY,0.1,$85.24 ,($8.52),N
7/30/2020,7/30/2020,8/3/2020,2,APTV,Aptiv,BUY,0.1,$80.33 ,($8.03),N
7/30/2020,7/30/2020,8/3/2020,2,STM,Stmicroelectronics,BUY,0.5,$28.24 ,($14.12),N
7/30/2020,7/30/2020,8/3/2020,2,MZDAY,Mazda,BUY,1,$2.95 ,($2.95),N
7/30/2020,7/30/2020,8/3/2020,2,JMIA,Jumia Technologies,BUY,1,$13.10 ,($13.11),N
7/30/2020,7/30/2020,8/3/2020,2,ECL,Ecolab,BUY,0.1,$190.34 ,($19.03),N
7/30/2020,7/30/2020,8/3/2020,2,ADP,Automatic Data Processing,BUY,0.1,$132.94 ,($13.29),N
7/30/2020,7/30/2020,8/3/2020,2,AOS,A.O. Smith,BUY,0.1,$48.92 ,($4.89),N
7/30/2020,7/30/2020,8/3/2020,2,NOW,ServiceNow,BUY,0.1,$422.40 ,($42.24),N
7/30/2020,7/30/2020,8/3/2020,2,SWK,Stanley Black & Decker,BUY,0.1,$151.66 ,($15.17),N
7/30/2020,7/30/2020,8/3/2020,2,MMM,3M,BUY,0.1,$151.72 ,($15.17),N
7/30/2020,7/30/2020,8/3/2020,2,UNP,Union Pacific,BUY,0.1,$173.53 ,($17.35),N
7/30/2020,7/30/2020,8/3/2020,2,AMT,American Tower,BUY,0.1,$263.14 ,($26.31),N
7/30/2020,7/30/2020,8/3/2020,2,TXN,Texas Instruments,BUY,0.1,$128.56 ,($12.86),N
7/30/2020,7/30/2020,8/3/2020,2,LIN,Linde,BUY,0.1,$238.92 ,($23.89),N
7/30/2020,7/30/2020,8/3/2020,2,MDT,Medtronic,BUY,0.1,$95.69 ,($9.57),N
7/30/2020,7/30/2020,8/3/2020,2,LLY,Eli Lilly,BUY,0.1,$154.92 ,($15.49),N
7/30/2020,7/30/2020,8/3/2020,2,USCR,US Concrete,BUY,1,$24.94 ,($24.94),N
7/29/2020,7/29/2020,7/31/2020,2,AEP,American Electric Power,BUY,0.5,$84.20 ,($42.10),N
7/29/2020,7/29/2020,7/31/2020,2,MMM,3M,BUY,0.1,$155.91 ,($15.59),N
7/29/2020,7/29/2020,7/31/2020,2,INTC,Intel,BUY,1,$47.98 ,($47.98),N
7/29/2020,7/29/2020,7/31/2020,2,MU,Micron Technology,BUY,0.1,$49.90 ,($4.99),N
7/29/2020,7/29/2020,7/31/2020,2,ADP,Automatic Data Processing,BUY,0.1,$135.68 ,($13.57),N
7/29/2020,7/29/2020,7/31/2020,2,DUK,Duke Energy,BUY,0.1,$84.01 ,($8.40),N
7/29/2020,7/29/2020,7/31/2020,2,LUMN,Lumen Technologies,BUY,1,$9.78 ,($9.79),N
7/29/2020,7/29/2020,7/31/2020,2,ADP,Automatic Data Processing,BUY,0.2,$137.22 ,($27.44),N
7/29/2020,7/29/2020,7/31/2020,2,AMGN,Amgen,BUY,0.15,$247.62 ,($37.14),N
7/29/2020,7/29/2020,7/31/2020,2,ALB,Albemarle,BUY,0.1,$82.74 ,($8.27),N
7/29/2020,7/29/2020,7/31/2020,2,STM,Stmicroelectronics,BUY,0.5,$28.76 ,($14.38),N
7/29/2020,7/29/2020,7/31/2020,2,BIIB,Biogen,BUY,0.05,$278.18 ,($13.91),N
7/29/2020,7/29/2020,7/31/2020,2,JBLU,JetBlue Airways,BUY,1,$10.02 ,($10.02),N
7/29/2020,7/29/2020,7/31/2020,2,DAL,Delta Air Lines,BUY,1,$25.61 ,($25.61),N
7/29/2020,7/29/2020,7/31/2020,2,MZDAY,Mazda,BUY,1,$3.04 ,($3.04),N
7/29/2020,7/29/2020,7/31/2020,2,CNK,Cinemark,BUY,1,$11.36 ,($11.36),N
7/29/2020,7/29/2020,7/31/2020,2,XRX,Xerox,BUY,1,$15.05 ,($15.05),N
7/29/2020,7/29/2020,7/31/2020,2,JBLU,JetBlue Airways,BUY,1,$10.16 ,($10.16),N
7/29/2020,7/29/2020,7/31/2020,2,DAL,Delta Air Lines,BUY,1,$25.99 ,($25.99),N
7/29/2020,7/29/2020,7/31/2020,2,CAJ,Canon,BUY,1,$17.32 ,($17.32),N
7/28/2020,7/28/2020,7/30/2020,2,BJRI,BJ's Restaurants,SELL,-15,$20.14 ,$302.10 ,N
7/28/2020,7/28/2020,7/30/2020,2,BJRI,BJ's Restaurants,SELL,-18,$20.14 ,$362.52 ,N
7/28/2020,7/28/2020,7/30/2020,2,TLRDQ,Tailored Brands,SELL,-20,$0.44 ,$8.79 ,N
7/28/2020,7/28/2020,7/30/2020,2,ADI,Analog Devices,BUY,0.1,$115.91 ,($11.59),N
7/28/2020,7/28/2020,7/30/2020,2,USCR,US Concrete,BUY,1,$25.78 ,($25.78),N
7/28/2020,7/28/2020,7/30/2020,2,ECL,Ecolab,BUY,0.1,$196.06 ,($19.61),N
7/28/2020,7/28/2020,7/30/2020,2,CHEF,Chef's Warehouse,SELL,-6,$12.24 ,$73.41 ,N
7/28/2020,7/28/2020,7/30/2020,2,ORCL,Oracle,BUY,0.1,$55.48 ,($5.55),N
7/28/2020,7/28/2020,7/30/2020,2,BIIB,Biogen,BUY,0.1,$282.98 ,($28.30),N
7/28/2020,7/28/2020,7/30/2020,2,TSM,Taiwan Semiconductor Manufacturing,BUY,0.1,$76.98 ,($7.70),N
7/28/2020,7/28/2020,7/30/2020,2,JBLU,JetBlue Airways,BUY,1,$10.13 ,($10.13),N
7/27/2020,7/27/2020,7/27/2020,2,GE,Cash Div: R/D 2020-06-29 P/D 2020-07-27 - 2 shares at 0.01,CDIV,--,--,$0.02 ,N
7/27/2020,7/27/2020,7/29/2020,2,ALK,Alaska Air,BUY,0.1,$34.04 ,($3.40),N
7/27/2020,7/27/2020,7/29/2020,2,DIS,Disney,BUY,0.1,$115.94 ,($11.59),N
7/27/2020,7/27/2020,7/29/2020,2,ROST,Ross,BUY,0.1,$84.62 ,($8.46),N
7/27/2020,7/27/2020,7/29/2020,2,SRE,Sempra,BUY,0.1,$123.62 ,($12.36),N
7/27/2020,7/27/2020,7/29/2020,2,WM,Waste Management,BUY,0.1,$107.00 ,($10.70),N
7/27/2020,7/27/2020,7/29/2020,2,SO,Southern,BUY,0.1,$54.34 ,($5.43),N
7/27/2020,7/27/2020,7/29/2020,2,JNJ,Johnson & Johnson,BUY,0.1,$147.82 ,($14.78),N
7/27/2020,7/27/2020,7/29/2020,2,BIDU,Baidu,BUY,0.05,$115.70 ,($5.79),N
7/27/2020,7/27/2020,7/29/2020,2,BURBY,Burberry,BUY,1,$16.55 ,($16.55),N
7/27/2020,7/27/2020,7/29/2020,2,CCL,Carnival,BUY,1,$13.79 ,($13.79),N
7/27/2020,7/27/2020,7/29/2020,2,CHEF,Chef's Warehouse,BUY,3,$12.00 ,($36.02),N
7/27/2020,7/27/2020,7/29/2020,2,UNH,UnitedHealth,BUY,0.1,$299.08 ,($29.91),N
7/27/2020,7/27/2020,7/29/2020,2,CNP,CenterPoint Energy,BUY,1,$19.01 ,($19.01),N
7/27/2020,7/27/2020,7/29/2020,2,AES,AES,BUY,1,$15.10 ,($15.11),N
7/27/2020,7/27/2020,7/29/2020,2,ICAGY,International Airlines Group,BUY,10,$4.86 ,($48.60),N
7/27/2020,7/27/2020,7/29/2020,2,USCR,US Concrete,SELL,-1,$27.03 ,$27.03 ,N
7/27/2020,7/27/2020,7/29/2020,2,USFD,US Foods,SELL,-8,$20.66 ,$165.28 ,N
7/27/2020,7/27/2020,7/29/2020,2,INTC,Intel,BUY,0.1,$50.12 ,($5.01),N
7/27/2020,7/27/2020,7/29/2020,2,HON,Honeywell International,SELL,-3,$149.50 ,$448.52 ,N
7/27/2020,7/27/2020,7/29/2020,2,SMPL,Simply Good Foods,SELL,-1,$24.07 ,$24.07 ,N
7/24/2020,7/24/2020,7/28/2020,2,CAJ,Canon,BUY,1,$19.64 ,($19.65),N
7/24/2020,7/24/2020,7/28/2020,2,CNK,Cinemark,BUY,1,$12.22 ,($12.22),N
7/24/2020,7/24/2020,7/28/2020,2,INTC,Intel,BUY,1,$50.48 ,($50.48),N
7/24/2020,7/24/2020,7/28/2020,2,BIDU,Baidu,BUY,0.1,$118.29 ,($11.83),N
7/24/2020,7/24/2020,7/28/2020,2,SWRAY,Swire Pacific,BUY,10,$4.98 ,($49.79),N
7/24/2020,7/24/2020,7/28/2020,2,GOOGL,Alphabet Class A,BUY,0.01,"$1,497.68 ",($14.98),N
7/24/2020,7/24/2020,7/28/2020,2,INTC,Intel,BUY,1,$50.14 ,($50.15),N
7/24/2020,7/24/2020,7/28/2020,2,TSLA,Tesla,BUY,0.01,"$1,395.94 ",($13.96),N
7/24/2020,7/24/2020,7/28/2020,2,AAPL,Apple,BUY,0.05,$359.94 ,($18.00),N
7/23/2020,7/23/2020,7/27/2020,2,AAPL,Apple,BUY,0.05,$369.62 ,($18.48),N
7/23/2020,7/23/2020,7/27/2020,2,MSFT,Microsoft,BUY,0.1,$202.36 ,($20.24),N
7/23/2020,7/23/2020,7/27/2020,2,AAPL,Apple,BUY,0.1,$378.48 ,($37.85),N
7/23/2020,7/23/2020,7/27/2020,2,MSFT,Microsoft,BUY,0.1,$205.07 ,($20.51),N
7/23/2020,7/23/2020,7/27/2020,2,SWRAY,Swire Pacific,BUY,10,$5.02 ,($50.20),N
7/23/2020,7/23/2020,7/27/2020,2,FLY,FLY Leasing,BUY,2,$6.72 ,($13.44),N
7/23/2020,7/23/2020,7/27/2020,2,AES,AES,BUY,1,$15.74 ,($15.74),N
7/22/2020,7/22/2020,7/24/2020,2,FLY,FLY Leasing,BUY,2,$6.89 ,($13.78),N
7/22/2020,7/22/2020,7/24/2020,2,CZZ,Cosan,SELL,-1,$19.25 ,$19.25 ,N
7/22/2020,7/22/2020,7/24/2020,2,HCA,HCA Healthcare,SELL,-1,$118.00 ,$118.00 ,N
7/21/2020,7/21/2020,7/23/2020,2,HCA,HCA Healthcare,SELL,-1,$107.94 ,$107.94 ,N
7/21/2020,7/21/2020,7/23/2020,2,SMPL,Simply Good Foods,SELL,-1,$23.20 ,$23.20 ,N
7/21/2020,7/21/2020,7/23/2020,2,USCR,US Concrete,SELL,-1,$26.85 ,$26.85 ,N
7/21/2020,7/21/2020,7/23/2020,2,CZZ,Cosan,SELL,-1,$18.70 ,$18.70 ,N
7/20/2020,7/20/2020,7/22/2020,2,GE,GE,BUY,1,$6.86 ,($6.87),N
7/20/2020,7/20/2020,7/22/2020,2,CHEF,Chef's Warehouse,BUY,1,$12.15 ,($12.15),N
7/20/2020,7/20/2020,7/22/2020,2,BJRI,BJ's Restaurants,BUY,1,$17.80 ,($17.80),N
7/20/2020,7/20/2020,7/22/2020,2,KOF,Coca-Cola FEMSA,BUY,1,$40.08 ,($40.08),N
7/20/2020,7/20/2020,7/22/2020,2,LGF.A,Lionsgate,BUY,2,$7.98 ,($15.96),N
7/20/2020,7/20/2020,7/22/2020,2,AAL,American Airlines,BUY,2,$11.43 ,($22.86),N
7/20/2020,7/20/2020,7/22/2020,2,CZZ,Cosan,SELL,-1,$18.25 ,$18.25 ,N
7/20/2020,7/20/2020,7/20/2020,2,--,Deposit,ACH,--,--,$300.00 ,N
7/20/2020,7/20/2020,7/22/2020,2,EXC,Exelon,BUY,1,$38.27 ,($38.27),N
7/20/2020,7/20/2020,7/22/2020,2,VFC,VF,BUY,2,$58.27 ,($116.54),N
7/20/2020,7/20/2020,7/22/2020,2,AES,AES,BUY,2,$15.31 ,($30.61),N
7/20/2020,7/20/2020,7/22/2020,2,FLY,FLY Leasing,BUY,8,$7.31 ,($58.48),N
7/17/2020,7/17/2020,7/21/2020,2,EXC,Exelon,SELL,-1,$39.48 ,$39.48 ,N
7/17/2020,7/17/2020,7/21/2020,2,HON,Honeywell International,SELL,-1,$155.14 ,$155.14 ,N
7/17/2020,7/17/2020,7/21/2020,2,MZDAY,Mazda,BUY,1,$3.27 ,($3.27),N
7/17/2020,7/17/2020,7/21/2020,2,RYCEY,Rolls-Royce,BUY,2,$3.37 ,($6.74),N
7/17/2020,7/17/2020,7/21/2020,2,KOF,Coca-Cola FEMSA,BUY,1,$40.78 ,($40.78),N
7/16/2020,7/16/2020,7/20/2020,2,KOF,Coca-Cola FEMSA,BUY,2,$41.09 ,($82.18),N
7/16/2020,7/16/2020,7/20/2020,2,USCR,US Concrete,SELL,-1,$26.81 ,$26.81 ,N
7/15/2020,7/15/2020,7/17/2020,2,BABA,Alibaba,BUY,1,$248.83 ,($248.83),N
7/15/2020,7/15/2020,7/17/2020,2,HCA,HCA Healthcare,SELL,-1,$104.11 ,$104.11 ,N
7/15/2020,7/15/2020,7/17/2020,2,KOF,Coca-Cola FEMSA,BUY,2,$41.64 ,($83.28),N
7/15/2020,7/15/2020,7/17/2020,2,USCR,US Concrete,SELL,-3,$26.11 ,$78.33 ,N
7/15/2020,7/15/2020,7/17/2020,2,SMPL,Simply Good Foods,SELL,-1,$22.59 ,$22.59 ,N
7/14/2020,7/14/2020,7/16/2020,2,RUTH,Ruth's Hospitality,BUY,3,$6.18 ,($18.53),N
7/14/2020,7/14/2020,7/16/2020,2,CNK,Cinemark,BUY,1,$12.26 ,($12.26),N
7/14/2020,7/14/2020,7/16/2020,2,BJRI,BJ's Restaurants,BUY,1,$16.25 ,($16.25),N
7/14/2020,7/14/2020,7/16/2020,2,TLRDQ,Tailored Brands,BUY,10,$0.66 ,($6.60),N
7/14/2020,7/14/2020,7/16/2020,2,RUTH,Ruth's Hospitality,BUY,3,$6.37 ,($19.11),N
7/14/2020,7/14/2020,7/16/2020,2,BJRI,BJ's Restaurants,BUY,2,$16.72 ,($33.43),N
7/14/2020,7/14/2020,7/16/2020,2,PWFL,PowerFleet,BUY,2,$4.06 ,($8.12),N
7/13/2020,7/13/2020,7/15/2020,2,BJRI,BJ's Restaurants,BUY,1,$17.25 ,($17.25),N
7/13/2020,7/13/2020,7/15/2020,2,BABA,Alibaba,SELL,-1,$259.67 ,$259.67 ,N
7/13/2020,7/13/2020,7/15/2020,2,SMPL,Simply Good Foods,SELL,-3,$21.95 ,$65.86 ,N
7/10/2020,7/10/2020,7/14/2020,2,FLY,FLY Leasing,BUY,2,$7.33 ,($14.66),N
7/10/2020,7/10/2020,7/14/2020,2,MLHR,Herman Miller,BUY,2,$20.92 ,($41.84),N
7/10/2020,7/10/2020,7/14/2020,2,RUTH,Ruth's Hospitality,BUY,2,$6.56 ,($13.12),N
7/10/2020,7/10/2020,7/14/2020,2,BJRI,BJ's Restaurants,BUY,2,$16.71 ,($33.42),N
7/10/2020,7/10/2020,7/14/2020,2,USFD,US Foods,BUY,1,$18.51 ,($18.51),N
7/10/2020,7/10/2020,7/14/2020,2,BB,Blackberry,BUY,2,$4.77 ,($9.54),N
7/10/2020,7/10/2020,7/14/2020,2,XRX,Xerox,BUY,2,$14.69 ,($29.38),N
7/10/2020,7/10/2020,7/14/2020,2,HPE,HP Enterprise,BUY,2,$8.98 ,($17.96),N
7/10/2020,7/10/2020,7/14/2020,2,DAL,Delta Air Lines,BUY,1,$25.30 ,($25.30),N
7/10/2020,7/10/2020,7/10/2020,2,--,Deposit,ACH,--,--,$300.00 ,N
7/10/2020,7/10/2020,7/14/2020,2,JBLU,JetBlue Airways,BUY,2,$10.00 ,($20.00),N
7/9/2020,7/9/2020,7/13/2020,2,LUV,Southwest Airlines,BUY,1,$31.71 ,($31.71),N
7/9/2020,7/9/2020,7/13/2020,2,DAL,Delta Air Lines,BUY,1,$25.86 ,($25.86),N
