Activity Date,Process Date,Settle Date,Account Type,Instrument,Description,Trans Code,Quantity,Price,Amount,Suppressed
6/18/2021,6/18/2021,6/22/2021,2,BBY,Best Buy,BUY,1,$108.18 ,($108.18),N
6/18/2021,6/18/2021,6/22/2021,2,LIN,Linde,BUY,0.1,$284.40 ,($28.44),N
6/17/2021,6/17/2021,6/21/2021,2,USX,U.S. Xpress,BUY,10,$9.06 ,($90.61),N
6/17/2021,6/17/2021,6/21/2021,2,CMI,Cummins,BUY,0.5,$235.13 ,($117.56),N
6/17/2021,6/17/2021,6/21/2021,2,CMI,Cummins,BUY,1,$235.00 ,($235.00),N
6/17/2021,6/17/2021,6/21/2021,2,USX,U.S. Xpress,BUY,14,$9.43 ,($132.02),N
6/17/2021,6/17/2021,6/21/2021,2,USX,U.S. Xpress,BUY,1,$9.43 ,($9.43),N
6/17/2021,6/17/2021,6/21/2021,2,NEXA,Nexa Resources,BUY,3,$8.40 ,($25.20),N
6/17/2021,6/17/2021,6/21/2021,2,NEXA,Nexa Resources,BUY,3,$8.40 ,($25.20),N
6/17/2021,6/17/2021,6/21/2021,2,NEXA,Nexa Resources,BUY,1,$8.40 ,($8.40),N
6/16/2021,6/16/2021,6/16/2021,2,IWM,Cash Div: R/D 2021-06-11 P/D 2021-06-16 - 0.1 shares at 0.34716,CDIV,--,--,$0.03 ,N
6/16/2021,6/16/2021,6/18/2021,2,SONY,Sony,SELL,-1,$96.58 ,$96.58 ,N
6/16/2021,6/16/2021,6/18/2021,2,USX,U.S. Xpress,BUY,8,$10.14 ,($81.08),N
6/16/2021,6/16/2021,6/18/2021,2,NEXA,Nexa Resources,BUY,5,$9.11 ,($45.55),N
6/16/2021,6/16/2021,6/18/2021,2,POAHY,Porsche,SELL,-1,$11.29 ,$11.29 ,N
6/15/2021,6/15/2021,6/15/2021,2,NEE,Cash Div: R/D 2021-06-02 P/D 2021-06-15 - 3 shares at 0.385,CDIV,--,--,$1.16 ,N
6/15/2021,6/15/2021,6/17/2021,2,NEXA,Nexa Resources,BUY,10,$9.94 ,($99.45),N
6/10/2021,6/10/2021,6/10/2021,2,MSFT,Cash Div: R/D 2021-05-20 P/D 2021-06-10 - 1 shares at 0.56,CDIV,--,--,$0.56 ,N
6/10/2021,6/10/2021,6/14/2021,2,DM,Desktop Metal,BUY,5,$13.00 ,($65.00),N
6/10/2021,6/10/2021,6/10/2021,2,OGN,CIL on 0.100 @ $34.15 - OGN,CIL,--,--,$3.41 ,N
6/9/2021,6/9/2021,6/11/2021,2,AMD,AMD,SELL,-1,$80.00 ,$80.00 ,N
6/8/2021,6/8/2021,6/8/2021,2,SWKS,Cash Div: R/D 2021-05-18 P/D 2021-06-08 - 1.25 shares at 0.5,CDIV,--,--,$0.63 ,N
6/8/2021,6/8/2021,6/10/2021,2,BIG,Big Lots,SELL,-1,$70.23 ,$70.23 ,N
6/8/2021,6/8/2021,6/10/2021,2,SFT,Shift Technologies,SELL,-10,$8.20 ,$82.00 ,N
6/8/2021,6/8/2021,6/10/2021,2,ES,Eversource,BUY,0.5,$80.77 ,($40.39),N
6/8/2021,6/8/2021,6/10/2021,2,AEP,American Electric Power,BUY,0.5,$82.22 ,($41.11),N
6/8/2021,6/8/2021,6/10/2021,2,VLDR,Velodyne Lidar,SELL,-25,$11.49 ,$287.25 ,N
6/8/2021,6/8/2021,6/10/2021,2,COIN,Coinbase,BUY,0.25,$225.80 ,($56.45),N
6/8/2021,6/8/2021,6/10/2021,2,DM,Desktop Metal,BUY,5,$13.75 ,($68.75),N
6/8/2021,6/8/2021,6/10/2021,2,TSM,Taiwan Semiconductor Manufacturing,SELL,-2,$115.94 ,$231.88 ,N
6/7/2021,6/7/2021,6/9/2021,2,MRK,Merck,BUY,1,$72.88 ,($72.88),N
6/7/2021,6/7/2021,6/9/2021,2,HYLN,Hyliion,SELL,-25,$11.75 ,$293.75 ,N
6/7/2021,6/7/2021,6/9/2021,2,APD,Air Products & Chemicals,BUY,0.1,$299.71 ,($29.97),N
6/7/2021,6/7/2021,6/9/2021,2,LIN,Linde,BUY,0.1,$291.28 ,($29.13),N
6/7/2021,6/7/2021,6/9/2021,2,MRK,Merck,BUY,1,$73.14 ,($73.14),N
6/4/2021,6/4/2021,6/8/2021,2,POSH,Poshmark,SELL,-3,$47.40 ,$142.20 ,N
6/3/2021,6/3/2021,6/3/2021,2,CMI,Cash Div: R/D 2021-05-21 P/D 2021-06-03 - 1 shares at 1.35,CDIV,--,--,$1.35 ,N
6/3/2021,6/3/2021,6/7/2021,2,RUN,Sunrun,BUY,1,$41.27 ,($41.27),N
6/3/2021,6/3/2021,6/7/2021,2,RUN,Sunrun,BUY,1,$41.48 ,($41.48),N
6/3/2021,6/3/2021,6/7/2021,2,TSLA,Tesla,BUY,1,$572.40 ,($572.41),N
6/3/2021,6/3/2021,6/7/2021,2,TSLA,Tesla,BUY,0.1,$576.70 ,($57.67),N
6/3/2021,6/3/2021,6/7/2021,2,ARKK,ARK Innovation ETF,BUY,0.5,$107.96 ,($53.98),N
6/3/2021,6/3/2021,6/7/2021,2,KMB,Kimberly-Clark,BUY,1,$128.89 ,($128.89),N
6/3/2021,6/3/2021,6/7/2021,2,CSIQ,Canadian Solar,BUY,1,$38.57 ,($38.57),N
6/3/2021,6/3/2021,6/7/2021,2,CSCO,Cisco Systems,SELL,-1,$53.22 ,$53.23 ,N
6/3/2021,6/3/2021,6/7/2021,2,VLDR,Velodyne Lidar,BUY,20,$9.75 ,($195.00),N
6/3/2021,6/3/2021,6/7/2021,2,FOX,Fox (Class B),BUY,3,$34.92 ,($104.75),N
6/3/2021,6/3/2021,6/7/2021,2,BBY,Best Buy,BUY,1,$115.51 ,($115.51),N
6/3/2021,6/3/2021,6/7/2021,2,ETSY,Etsy,BUY,0.25,$168.79 ,($42.20),N
6/3/2021,6/3/2021,6/7/2021,2,RL,Ralph Lauren,BUY,1,$120.00 ,($120.00),N
6/3/2021,6/3/2021,6/7/2021,2,BLDP,Ballard Power Systems,BUY,10,$16.80 ,($168.00),N
6/3/2021,6/3/2021,6/7/2021,2,GHVI,Gores Holdings VI,SELL,-26,$13.99 ,$363.74 ,N
6/3/2021,6/3/2021,6/7/2021,2,RBLX,Roblox,SELL,-1,$98.00 ,$98.00 ,N
6/3/2021,6/3/2021,6/7/2021,2,ABNB,Airbnb,SELL,-2,$147.85 ,$295.70 ,N
6/2/2021,6/2/2021,6/4/2021,2,DM,Desktop Metal,SELL,-5,$14.25 ,$71.25 ,N
6/2/2021,6/2/2021,6/4/2021,2,TSLA,Tesla,BUY,0.1,$601.26 ,($60.13),N
6/2/2021,6/2/2021,6/4/2021,2,AMZN,Amazon,SELL,-0.01,"$3,234.34 ",$32.34 ,N
6/2/2021,6/2/2021,6/4/2021,2,TPR,Tapestry,BUY,3,$43.00 ,($129.00),N
6/2/2021,6/2/2021,6/4/2021,2,USX,U.S. Xpress,BUY,17,$11.71 ,($199.07),N
6/2/2021,6/2/2021,6/4/2021,2,BLDP,Ballard Power Systems,SELL,-32,$17.00 ,$543.99 ,N
6/2/2021,6/2/2021,6/4/2021,2,SKT,Tanger Factory Outlet Centers,SELL,-10,$18.25 ,$182.50 ,N
6/2/2021,6/2/2021,6/4/2021,2,RL,Ralph Lauren,SELL,-1,$122.96 ,$122.96 ,N
6/2/2021,6/2/2021,6/4/2021,2,ETSY,Etsy,SELL,-1,$166.01 ,$166.01 ,N
6/2/2021,6/2/2021,6/4/2021,2,NEXA,Nexa Resources,BUY,18,$11.00 ,($198.00),N
6/2/2021,6/2/2021,6/4/2021,2,QCOM,Qualcomm,SELL,-1,$133.26 ,$133.26 ,N
6/1/2021,6/1/2021,6/3/2021,2,NEP,NextEra Energy,BUY,1,$68.81 ,($68.81),N
6/1/2021,6/1/2021,6/3/2021,2,NVDA,NVIDIA,SELL,-0.2,$654.22 ,$130.84 ,N
6/1/2021,6/1/2021,6/3/2021,2,VLDR,Velodyne Lidar,BUY,8,$9.60 ,($76.80),N
6/1/2021,6/1/2021,6/3/2021,2,MDLA,Medallia,BUY,4,$25.25 ,($101.00),N
5/28/2021,5/28/2021,6/2/2021,2,CLNE,Clean Energy Fuels,BUY,10,$7.80 ,($78.00),N
5/28/2021,5/28/2021,6/2/2021,2,BIG,Big Lots,BUY,2,$60.58 ,($121.16),N
5/27/2021,5/27/2021,6/1/2021,2,PUBM,Pubmatic,SELL,-3,$31.00 ,$93.00 ,N
5/27/2021,5/27/2021,6/1/2021,2,RMAX,RE/MAX,BUY,1,$35.15 ,($35.15),N
5/27/2021,5/27/2021,6/1/2021,2,DLTR,Dollar Tree,BUY,1,$100.32 ,($100.32),N
5/27/2021,5/27/2021,6/1/2021,2,QQQ,PowerShares QQQ,SELL,-2,$333.88 ,$667.75 ,N
5/26/2021,5/26/2021,5/28/2021,2,KMB,Kimberly-Clark,BUY,1,$131.03 ,($131.03),N
5/26/2021,5/26/2021,5/26/2021,2,--,Deposit,ACH,--,--,"$5,000.00 ",N
5/26/2021,5/26/2021,5/28/2021,2,QQQ,PowerShares QQQ,BUY,2,$333.60 ,($667.20),N
5/25/2021,5/25/2021,5/27/2021,2,HMC,Honda,BUY,1,$30.37 ,($30.37),N
5/25/2021,5/25/2021,5/27/2021,2,POAHY,Porsche,BUY,1,$10.61 ,($10.61),N
5/25/2021,5/25/2021,5/27/2021,2,ARKK,ARK Innovation ETF,BUY,0.5,$109.45 ,($54.73),N
5/25/2021,5/25/2021,5/27/2021,2,IWM,IShares Russell 2000 ETF,BUY,0.1,$221.94 ,($22.19),N
5/25/2021,5/25/2021,5/27/2021,2,QQQ,PowerShares QQQ,BUY,0.1,$332.66 ,($33.27),N
5/25/2021,5/25/2021,5/27/2021,2,DIA,SPDR Dow Jones Industrial Average ETF,BUY,0.1,$343.95 ,($34.40),N
5/25/2021,5/25/2021,5/27/2021,2,SPY,SPDR S&P 500 ETF,BUY,0.1,$419.04 ,($41.90),N
5/24/2021,5/24/2021,5/26/2021,2,RL,Ralph Lauren,BUY,1,$119.50 ,($119.50),N
5/24/2021,5/24/2021,5/26/2021,2,QS,QuantumScape,BUY,1,$25.00 ,($25.00),N
5/24/2021,5/24/2021,5/26/2021,2,CLNE,Clean Energy Fuels,BUY,8,$7.68 ,($61.48),N
5/24/2021,5/24/2021,5/26/2021,2,SFT,Shift Technologies,BUY,9,$6.60 ,($59.40),N
5/24/2021,5/24/2021,5/26/2021,2,SFT,Shift Technologies,BUY,1,$6.58 ,($6.59),N
5/19/2021,5/19/2021,5/21/2021,2,CSCO,Cisco Systems,BUY,1,$49.22 ,($49.22),N
5/19/2021,5/19/2021,5/21/2021,2,COIN,Coinbase,BUY,0.25,$215.50 ,($53.88),N
5/19/2021,5/19/2021,5/21/2021,2,TSLA,Tesla,BUY,0.1,$547.68 ,($54.77),N
5/18/2021,5/18/2021,5/20/2021,2,COIN,Coinbase,BUY,1,$239.38 ,($239.39),N
5/17/2021,5/17/2021,5/19/2021,2,PUBM,Pubmatic,BUY,3,$30.38 ,($91.15),N
5/17/2021,5/17/2021,5/19/2021,2,POSH,Poshmark,BUY,1,$34.12 ,($34.12),N
5/17/2021,5/17/2021,5/19/2021,2,POSH,Poshmark,BUY,1,$34.41 ,($34.41),N
5/17/2021,5/17/2021,5/19/2021,2,SWKS,Skyworks,BUY,0.75,$161.76 ,($121.32),N
5/17/2021,5/17/2021,5/19/2021,2,TSLA,Tesla,BUY,0.1,$579.11 ,($57.91),N
5/17/2021,5/17/2021,5/19/2021,2,COIN,Coinbase,BUY,0.25,$239.12 ,($59.78),N
5/17/2021,5/17/2021,5/19/2021,2,TSM,Taiwan Semiconductor Manufacturing,BUY,0.75,$108.49 ,($81.37),N
5/17/2021,5/17/2021,5/19/2021,2,ABNB,Airbnb,BUY,1,$133.20 ,($133.21),N
5/14/2021,5/14/2021,5/18/2021,2,NIO,NIO,BUY,1,$33.39 ,($33.39),N
5/14/2021,5/14/2021,5/18/2021,2,POSH,Poshmark,BUY,1,$35.94 ,($35.94),N
5/14/2021,5/14/2021,5/18/2021,2,SKT,Tanger Factory Outlet Centers,BUY,10,$16.35 ,($163.46),N
5/13/2021,5/13/2021,5/17/2021,2,GHVI,Gores Holdings VI,BUY,2,$10.55 ,($21.09),N
5/13/2021,5/13/2021,5/17/2021,2,VLDR,Velodyne Lidar,BUY,2,$9.49 ,($18.98),N
5/13/2021,5/13/2021,5/17/2021,2,BLDP,Ballard Power Systems,BUY,2,$13.80 ,($27.60),N
5/13/2021,5/13/2021,5/17/2021,2,NVDA,NVIDIA,BUY,0.1,$542.84 ,($54.28),N
5/13/2021,5/13/2021,5/17/2021,2,ENPH,Enphase Energy,BUY,0.5,$114.06 ,($57.03),N
5/13/2021,5/13/2021,5/17/2021,2,ETSY,Etsy,BUY,0.25,$156.65 ,($39.16),N
5/13/2021,5/13/2021,5/17/2021,2,ABNB,Airbnb,BUY,0.5,$134.26 ,($67.13),N
5/13/2021,5/13/2021,5/17/2021,2,VLDR,Velodyne Lidar,BUY,3,$9.56 ,($28.67),N
5/13/2021,5/13/2021,5/17/2021,2,TSLA,Tesla,BUY,0.1,$571.69 ,($57.17),N
5/12/2021,5/12/2021,5/14/2021,2,TSLA,Tesla,BUY,0.1,$586.96 ,($58.70),N
5/12/2021,5/12/2021,5/14/2021,2,QCOM,Qualcomm,BUY,0.25,$124.06 ,($31.02),N
5/12/2021,5/12/2021,5/14/2021,2,AMZN,Amazon,BUY,0.01,"$3,142.59 ",($31.43),N
5/12/2021,5/12/2021,5/14/2021,2,ADSK,Autodesk,BUY,0.2,$269.36 ,($53.87),N
5/12/2021,5/12/2021,5/14/2021,2,NVDA,NVIDIA,BUY,0.1,$550.00 ,($55.00),N
5/12/2021,5/12/2021,5/14/2021,2,BLDP,Ballard Power Systems,BUY,3,$14.36 ,($43.08),N
5/12/2021,5/12/2021,5/14/2021,2,BE,Bloom Energy,BUY,5,$19.39 ,($96.94),N
5/12/2021,5/12/2021,5/14/2021,2,SONY,Sony,BUY,1,$93.40 ,($93.41),N
5/12/2021,5/12/2021,5/14/2021,2,HYLN,Hyliion,BUY,10,$8.26 ,($82.59),N
5/12/2021,5/12/2021,5/14/2021,2,GHVI,Gores Holdings VI,BUY,9,$10.96 ,($98.60),N
5/12/2021,5/12/2021,5/14/2021,2,NEE,NextEra Energy,BUY,2,$72.47 ,($144.94),N
5/12/2021,5/12/2021,5/14/2021,2,MSFT,Microsoft,BUY,1,$239.55 ,($239.55),N
5/12/2021,5/12/2021,5/14/2021,2,AAPL,Apple,BUY,1,$122.40 ,($122.40),N
5/12/2021,5/12/2021,5/14/2021,2,TSM,Taiwan Semiconductor Manufacturing,BUY,0.25,$108.71 ,($27.18),N
5/12/2021,5/12/2021,5/14/2021,2,SWKS,Skyworks,BUY,0.25,$161.38 ,($40.34),N
5/12/2021,5/12/2021,5/14/2021,2,SWKS,Skyworks,BUY,0.25,$161.30 ,($40.33),N
5/12/2021,5/12/2021,5/14/2021,2,TSLA,Tesla,BUY,0.183577,$601.34 ,($110.39),N
5/12/2021,5/12/2021,5/14/2021,2,TSLA,Tesla,BUY,0.016423,$601.34 ,($9.88),N
5/12/2021,5/12/2021,5/14/2021,2,VLDR,Velodyne Lidar,BUY,5,$10.72 ,($53.59),N
5/12/2021,5/12/2021,5/14/2021,2,AMD,AMD,BUY,1,$74.74 ,($74.74),N
5/12/2021,5/12/2021,5/14/2021,2,BE,Bloom Energy,BUY,5,$19.64 ,($98.22),N
5/12/2021,5/12/2021,5/14/2021,2,INTC,Intel,BUY,1,$54.18 ,($54.18),N
5/12/2021,5/12/2021,5/14/2021,2,NEE,NextEra Energy,BUY,1,$72.87 ,($72.87),N
5/12/2021,5/12/2021,5/14/2021,2,INTC,Intel,BUY,1,$54.14 ,($54.15),N
5/12/2021,5/12/2021,5/14/2021,2,BE,Bloom Energy,BUY,5,$20.04 ,($100.19),N
5/12/2021,5/12/2021,5/14/2021,2,QS,QuantumScape,BUY,1,$27.91 ,($27.91),N
5/12/2021,5/12/2021,5/14/2021,2,TSM,Taiwan Semiconductor Manufacturing,BUY,0.5,$109.99 ,($55.00),N
5/12/2021,5/12/2021,5/14/2021,2,QCOM,Qualcomm,BUY,0.5,$125.50 ,($62.75),N
5/11/2021,5/11/2021,5/13/2021,2,TM,Toyota,BUY,1,$151.61 ,($151.61),N
5/11/2021,5/11/2021,5/13/2021,2,ENPH,Enphase Energy,BUY,0.1,$117.90 ,($11.79),N
5/11/2021,5/11/2021,5/13/2021,2,CLNE,Clean Energy Fuels,BUY,1,$8.25 ,($8.25),N
5/11/2021,5/11/2021,5/13/2021,2,SWKS,Skyworks,BUY,0.25,$161.44 ,($40.36),N
5/11/2021,5/11/2021,5/13/2021,2,BLDP,Ballard Power Systems,BUY,1,$13.38 ,($13.38),N
5/11/2021,5/11/2021,5/13/2021,2,GHVI,Gores Holdings VI,BUY,1,$10.93 ,($10.93),N
5/11/2021,5/11/2021,5/13/2021,2,TSLA,Tesla,BUY,0.1,$605.78 ,($60.58),N
5/11/2021,5/11/2021,5/13/2021,2,ABNB,Airbnb,BUY,0.25,$138.86 ,($34.72),N
5/11/2021,5/11/2021,5/13/2021,2,PLUG,Plug Power,BUY,1,$19.08 ,($19.08),N
5/11/2021,5/11/2021,5/13/2021,2,VLDR,Velodyne Lidar,BUY,1,$10.58 ,($10.58),N
5/11/2021,5/11/2021,5/13/2021,2,CLNE,Clean Energy Fuels,BUY,1,$8.02 ,($8.02),N
5/11/2021,5/11/2021,5/13/2021,2,BLDP,Ballard Power Systems,BUY,1,$13.12 ,($13.12),N
5/10/2021,5/10/2021,5/10/2021,2,APD,Cash Div: R/D 2021-04-01 P/D 2021-05-10 - 1.5 shares at 1.5,CDIV,--,--,$2.25 ,N
5/10/2021,5/10/2021,5/12/2021,2,PLUG,Plug Power,BUY,1,$20.12 ,($20.12),N
5/10/2021,5/10/2021,5/12/2021,2,SNOW,Snowflake,BUY,0.25,$193.01 ,($48.25),N
5/10/2021,5/10/2021,5/12/2021,2,CSIQ,Canadian Solar,BUY,1,$37.43 ,($37.43),N
5/10/2021,5/10/2021,5/12/2021,2,GDRX,GoodRx,BUY,1,$31.45 ,($31.45),N
5/10/2021,5/10/2021,5/12/2021,2,RBLX,Roblox,BUY,1,$65.32 ,($65.32),N
5/10/2021,5/10/2021,5/12/2021,2,TSLA,Tesla,BUY,0.1,$632.82 ,($63.28),N
5/10/2021,5/10/2021,5/12/2021,2,BLDP,Ballard Power Systems,BUY,3,$14.42 ,($43.26),N
5/10/2021,5/10/2021,5/12/2021,2,BLDP,Ballard Power Systems,BUY,1,$14.45 ,($14.45),N
5/10/2021,5/10/2021,5/12/2021,2,PLUG,Plug Power,BUY,1,$20.81 ,($20.81),N
5/10/2021,5/10/2021,5/12/2021,2,HYLN,Hyliion,BUY,9,$8.60 ,($77.40),N
5/10/2021,5/10/2021,5/12/2021,2,PLUG,Plug Power,BUY,1,$20.84 ,($20.84),N
5/10/2021,5/10/2021,5/12/2021,2,PLUG,Plug Power,BUY,1,$21.07 ,($21.07),N
5/10/2021,5/10/2021,5/12/2021,2,PLUG,Plug Power,BUY,1,$21.19 ,($21.19),N
5/10/2021,5/10/2021,5/12/2021,2,BE,Bloom Energy,BUY,5,$20.97 ,($104.87),N
5/10/2021,5/10/2021,5/12/2021,2,QCOM,Qualcomm,BUY,0.5,$132.18 ,($66.09),N
5/10/2021,5/10/2021,5/12/2021,2,HYLN,Hyliion,BUY,1,$8.66 ,($8.66),N
5/10/2021,5/10/2021,5/12/2021,2,PLUG,Plug Power,BUY,1,$21.25 ,($21.25),N
5/10/2021,5/10/2021,5/12/2021,2,RUN,Sunrun,BUY,1,$43.15 ,($43.15),N
5/10/2021,5/10/2021,5/12/2021,2,PLUG,Plug Power,BUY,1,$21.66 ,($21.66),N
5/10/2021,5/10/2021,5/12/2021,2,ABNB,Airbnb,BUY,0.25,$150.28 ,($37.57),N
5/10/2021,5/10/2021,5/12/2021,2,PLUG,Plug Power,BUY,1,$21.73 ,($21.73),N
5/10/2021,5/10/2021,5/12/2021,2,UBER,Uber,BUY,1,$46.56 ,($46.56),N
5/10/2021,5/10/2021,5/12/2021,2,BLDP,Ballard Power Systems,BUY,1,$14.70 ,($14.70),N
5/10/2021,5/10/2021,5/12/2021,2,PLUG,Plug Power,BUY,1,$22.04 ,($22.05),N
5/7/2021,5/7/2021,5/11/2021,2,ABNB,Airbnb,BUY,0.25,$150.53 ,($37.63),N
5/7/2021,5/7/2021,5/11/2021,2,SWKS,Skyworks,BUY,0.5,$175.22 ,($87.61),N
5/7/2021,5/7/2021,5/11/2021,2,CLNE,Clean Energy Fuels,BUY,10,$9.25 ,($92.50),N
5/7/2021,5/7/2021,5/11/2021,2,GHVI,Gores Holdings VI,BUY,10,$11.65 ,($116.50),N
5/7/2021,5/7/2021,5/11/2021,2,ABNB,Airbnb,BUY,1,$155.36 ,($155.36),N
5/6/2021,5/6/2021,5/10/2021,2,CLNE,Clean Energy Fuels,BUY,5,$9.78 ,($48.90),N
5/6/2021,5/6/2021,5/10/2021,2,ETSY,Etsy,BUY,0.25,$155.19 ,($38.80),N
5/6/2021,5/6/2021,5/10/2021,2,RBLX,Roblox,BUY,1,$65.68 ,($65.68),N
5/6/2021,5/6/2021,5/10/2021,2,ETSY,Etsy,BUY,0.25,$158.37 ,($39.59),N
5/6/2021,5/6/2021,5/10/2021,2,PLUG,Plug Power,BUY,1,$21.92 ,($21.92),N
5/6/2021,5/6/2021,5/10/2021,2,BE,Bloom Energy,BUY,5,$20.22 ,($101.09),N
5/6/2021,5/6/2021,5/10/2021,2,VLDR,Velodyne Lidar,BUY,1,$12.16 ,($12.16),N
5/6/2021,5/6/2021,5/10/2021,2,GHVI,Gores Holdings VI,BUY,3,$11.65 ,($34.94),N
5/6/2021,5/6/2021,5/10/2021,2,PLUG,Plug Power,BUY,1,$22.70 ,($22.70),N
5/5/2021,5/5/2021,5/7/2021,2,ETSY,Etsy,BUY,1,$171.00 ,($171.00),N
5/5/2021,5/5/2021,5/7/2021,2,PLUG,Plug Power,BUY,10,$24.30 ,($243.00),N
5/5/2021,5/5/2021,5/7/2021,2,UBER,Uber,BUY,1,$51.69 ,($51.69),N
5/5/2021,5/5/2021,5/7/2021,2,HYLN,Hyliion,BUY,5,$9.00 ,($45.00),N
5/5/2021,5/5/2021,5/7/2021,2,GHVI,Gores Holdings VI,BUY,5,$12.08 ,($60.43),N
5/5/2021,5/5/2021,5/7/2021,2,BLDP,Ballard Power Systems,BUY,4,$15.85 ,($63.40),N
5/5/2021,5/5/2021,5/7/2021,2,HYLN,Hyliion,BUY,5,$9.18 ,($45.90),N
5/4/2021,5/4/2021,5/6/2021,2,DM,Desktop Metal,BUY,5,$12.04 ,($60.20),N
5/4/2021,5/4/2021,5/6/2021,2,BLDP,Ballard Power Systems,BUY,3,$16.42 ,($49.26),N
5/4/2021,5/4/2021,5/6/2021,2,BE,Bloom Energy,BUY,5,$22.70 ,($113.50),N
5/4/2021,5/4/2021,5/6/2021,2,PLUG,Plug Power,BUY,5,$24.36 ,($121.80),N
5/4/2021,5/4/2021,5/6/2021,2,HYLN,Hyliion,BUY,5,$9.24 ,($46.20),N
5/4/2021,5/4/2021,5/6/2021,2,CMI,Cummins,BUY,1,$247.75 ,($247.75),N
5/4/2021,5/4/2021,5/6/2021,2,VLDR,Velodyne Lidar,BUY,5,$12.24 ,($61.18),N
5/4/2021,5/4/2021,5/6/2021,2,BLDP,Ballard Power Systems,BUY,3,$16.61 ,($49.83),N
5/4/2021,5/4/2021,5/6/2021,2,GHVI,Gores Holdings VI,BUY,2,$12.10 ,($24.19),N
5/4/2021,5/4/2021,5/6/2021,2,PLUG,Plug Power,BUY,1,$24.76 ,($24.76),N
5/3/2021,5/3/2021,5/5/2021,2,DM,Desktop Metal,BUY,5,$12.99 ,($64.94),N
5/3/2021,5/3/2021,5/5/2021,2,PLUG,Plug Power,BUY,5,$26.46 ,($132.30),N
5/3/2021,5/3/2021,5/5/2021,2,BE,Bloom Energy,BUY,5,$24.97 ,($124.85),N
5/3/2021,5/3/2021,5/5/2021,2,HYLN,Hyliion,BUY,5,$10.25 ,($51.25),N
4/30/2021,4/30/2021,5/4/2021,2,HYLN,Hyliion,BUY,5,$10.44 ,($52.20),N
4/29/2021,4/29/2021,5/3/2021,2,VLDR,Velodyne Lidar,BUY,5,$14.05 ,($70.24),N
4/29/2021,4/29/2021,5/3/2021,2,CLNE,Clean Energy Fuels,BUY,5,$11.26 ,($56.33),N
4/29/2021,4/29/2021,5/3/2021,2,MRK,Merck,BUY,1,$73.05 ,($73.05),N
4/29/2021,4/29/2021,5/3/2021,2,HYLN,Hyliion,BUY,5,$10.60 ,($53.00),N
4/29/2021,4/29/2021,5/3/2021,2,TSM,Taiwan Semiconductor Manufacturing,BUY,0.5,$117.71 ,($58.86),N
4/29/2021,4/29/2021,5/3/2021,2,ABNB,Airbnb,BUY,0.5,$173.78 ,($86.89),N
4/29/2021,4/29/2021,5/3/2021,2,TSLA,Tesla,BUY,0.1,$676.79 ,($67.68),N
4/28/2021,4/28/2021,4/28/2021,2,CSCO,Cash Div: R/D 2021-04-06 P/D 2021-04-28 - 1 shares at 0.37,CDIV,--,--,$0.37 ,N
4/23/2021,4/23/2021,4/23/2021,2,--,Withdrawal,ACH,--,--,"($5,000.00)",N
4/20/2021,4/20/2021,4/22/2021,2,BLDP,Ballard Power Systems,BUY,5,$19.31 ,($96.55),N
4/19/2021,4/19/2021,4/21/2021,2,PLUG,Plug Power,BUY,4,$25.14 ,($100.56),N
4/19/2021,4/19/2021,4/21/2021,2,BE,Bloom Energy,BUY,1,$22.22 ,($22.22),N
4/19/2021,4/19/2021,4/21/2021,2,BLDP,Ballard Power Systems,BUY,5,$20.18 ,($100.89),N
4/19/2021,4/19/2021,4/21/2021,2,BE,Bloom Energy,BUY,4,$22.69 ,($90.77),N
4/19/2021,4/19/2021,4/21/2021,2,GHVI,Gores Holdings VI,BUY,5,$12.02 ,($60.13),N
4/19/2021,4/19/2021,4/21/2021,2,PLUG,Plug Power,BUY,2,$25.87 ,($51.74),N
4/15/2021,4/15/2021,4/15/2021,2,SRE,Cash Div: R/D 2021-03-25 P/D 2021-04-15 - 5 shares at 1.1,CDIV,--,--,$5.50 ,N
4/15/2021,4/15/2021,4/15/2021,2,TSM,Cash Div: R/D 2021-03-18 P/D 2021-04-15 - 0.55 shares at 0.439846,CDIV,--,--,$0.24 ,N
4/15/2021,4/15/2021,4/15/2021,2,TSM,Foreign Tax Witholding at $0.05,DTAX,--,--,($0.05),N
4/15/2021,4/15/2021,4/19/2021,2,PLUG,Plug Power,BUY,1,$26.18 ,($26.19),N
4/13/2021,4/13/2021,4/15/2021,2,GHVI,Gores Holdings VI,BUY,1,$13.02 ,($13.02),N
4/13/2021,4/13/2021,4/15/2021,2,PLUG,Plug Power,BUY,1,$28.31 ,($28.31),N
4/12/2021,4/12/2021,4/14/2021,2,PLUG,Plug Power,BUY,1,$29.16 ,($29.17),N
4/8/2021,4/8/2021,4/8/2021,2,BBY,Cash Div: R/D 2021-03-18 P/D 2021-04-08 - 0.5 shares at 0.7,CDIV,--,--,$0.35 ,N
4/7/2021,4/7/2021,4/7/2021,2,MRK,Cash Div: R/D 2021-03-15 P/D 2021-04-07 - 1 shares at 0.65,CDIV,--,--,$0.65 ,N
4/7/2021,4/7/2021,4/9/2021,2,PLUG,Plug Power,BUY,1.5,$33.54 ,($50.31),N
4/6/2021,4/6/2021,4/8/2021,2,SNOW,Snowflake,SELL,-0.5,$233.54 ,$116.77 ,N
4/6/2021,4/6/2021,4/8/2021,2,CLOV,Clover Health Investments,SELL,-2,$7.50 ,$15.00 ,N
